ID,Traditional,Simplified,Level,WritingFreq,SpeakingFreq,MOE,PinyinYB,Pinyin,Variants,POS,Meaning,Compounds,Examples
145,小時,小时,1,227,228,27037,xiǎoshí,xiǎoshí,,N,hour,三個小時，幾小時，半小時。,一天有二十四個小時。
146,下午,下午,1,83,64,26665,xiàwǔ,xiàwǔ,,N,afternoon,今天下午，星期六下午，下午四點。,他今天下午都在寫功課。
147,寫,写,1,473,410,26810,xiě,xiě,,V,to write,寫中文字，寫功課。,老師教我們寫自己的中文名字。他的中文字寫得很漂亮。
148,謝謝,谢谢,1,63,593,,xièxie,xièxie,,Ph,"thanks, Thank you.",謝謝您，謝謝你。,Ａ：「謝謝您！」 Ｂ：「不客氣！」謝謝你告訴我這件事。
149,喜歡,喜欢,1,494,577,26428,xǐhuān,xǐhuān,,Vs,"to like, to love",,我喜歡那個老師。我喜歡跳舞。我不喜歡吃肉。
150,新,新,1,822,686,27725,xīn,xīn,,Vs,new,新同學。,我買了新電腦。他是今年來的新同學。
151,姓名,姓名,1,22,3,28325,xìngmíng,xìngmíng,,N,"name, surname and given name",,請告訴我你的姓名。
152,星期天/星期日,星期天/星期日,1,17,10,,xīngqítiān/xīngqírì,xīngqítiān/xīngqírì,"[{""Traditional"": ""星期天"", ""Simplified"": ""星期天"", ""Pinyin"": ""xīngqítiān"", ""PinyinYB"": ""xīngqítiān"", ""MOE"": """"}, {""Traditional"": ""星期日"", ""Simplified"": ""星期日"", ""Pinyin"": ""xīngqírì"", ""PinyinYB"": ""xīngqírì"", ""MOE"": """"}]",N,Sunday,下（個）星期天，星期天下午。,他每個星期天都去公園走走。我這個星期天要去看電影。
153,星期一,星期一,1,10,8,,xīngqíyī,xīngqíyī,,N,Monday,星期一早上，上（個）星期一。,我很忙，從星期一到星期五都有課。
154,學,学,1,206,359,28476,xué,xué,,V,"to study, to learn",學中文，學開車。,我來台灣學中文。他想學做法國菜。
155,學生,学生,1,418,303,28513,xuéshēng,xuéshēng,,N,student,一個學生。,我們學校有很多外國學生。
156,學校,学校,1,303,497,28506,xuéxiào,xuéxiào,,N,school,一所學校。,我星期一會去學校上課。
157,要,要,1,3541,7742,41020 41117,yào,yào,,Vaux/V,"must, should / want to / will / to want / to cost, to need",要兩小時，要三百元。,生病了要去看醫生。 / 我要買一杯咖啡。 / 我明天要去台中。 / 我要一杯水。我要一碗飯。 / 一杯咖啡和一個麵包，一共要九十元。從台中到台南坐火車要兩個小時。
158,也,也,1,6312,7341,40885,yě,yě,,Adv,also,,他是學生，我也是學生。
159,一,一,1,15058,16040,39958,yī,yī,,N,one,一個，一位，一張，一年，一天。,他吃了一個包子。
160,一起,一起,1,337,718,40120,yìqǐ,yīqǐ,,Adv,together,,下課以後，我們一起去吃飯。
161,一月,一月,1,40,13,,yīyuè,yīyuè,,N,January,一月一日，一月底，明年一月。,每年一月我都會回家。
162,醫生/醫師,医生/医师,1,360,372,,yīshēng/yīshī,yīshēng/yīshī,"[{""Traditional"": ""醫生"", ""Simplified"": ""医生"", ""Pinyin"": ""yīshēng"", ""PinyinYB"": ""yīshēng"", ""MOE"": ""40311""}, {""Traditional"": ""醫師"", ""Simplified"": ""医师"", ""Pinyin"": ""yīshī"", ""PinyinYB"": ""yīshī"", ""MOE"": ""40310""}]",N,doctor,一位醫生，看醫生。,他是一位醫生。我不舒服，要去看醫生。
163,英文,英文,1,59,65,42403,yīngwén,yīngwén,,N,English,說英文，學英文，英文名字，英文老師。,我會說英文，也會說中文。
164,用,用,1,1521,2223,45091,yòng,yòng,,V/Prep,to use / with,,他不會用電腦。 / 我用筷子吃飯。他用電腦工作。
165,有,有,1,8990,12724,41411 41548,yǒu,yǒu,,Vs,"have / there is, there are",桌子上有……，教室裡有……，這裡有……。,我有很多台灣朋友。我沒有錢買新的手機。 / 桌上有一杯牛奶。學校附近有很多餐廳。
166,元,元,1,220,122,44701,yuán,yuán,,M,the monetary unit,十元。,這個包子二十元。
167,月,月,1,463,737,44584,yuè,yuè,,M,month,四個月，每（個）月，這個月，上個月。,我來台灣四個月了。
168,再見,再见,1,19,27,37061,zàijiàn,zàijiàn,,V,"good-bye, farewell",,再見！明天見！
169,早,早,1,248,240,37127,zǎo,zǎo,,Ph/Vs,Good morning / early,大家早。,老師早。王先生早。 / 我今天起得很早。
170,早安,早安,1,6,4,37151,zǎo'ān,zǎo'ān,,Ph,good morning,,每天早上我都跟同學說早安。王小姐，早安。
171,早上,早上,1,103,130,37147,zǎoshàng,zǎoshàng,,N,morning,明天早上，星期一早上，早上八點。,明天早上我要六點起床。
172,怎麼,怎么,1,570,1269,37285,zěnme,zěnme,,Adv,how / why,怎麼做，怎麼說，怎麼去，怎麼（會）V。,請問從這裡到台北101怎麼走？這個字怎麼唸？ / 昨天你怎麼沒來上課？
173,找,找,1,489,477,29661,zhǎo,zhǎo,,V,"to seek, to look for / to find (a job, a house, etc.) / to meet, to visit",找（東西），找（人），找工作，找房子，找朋友。,我的手機不見了，請你幫我找一找。 / 他想在台灣找工作。 / 我要去台南找朋友。
174,這/這裡/這裏/這兒,这/这里/这里/这儿,1,8975,15872,,zhè/zhèlǐ/zhèr,zhè/zhèlǐ/zhèr,"[{""Traditional"": ""這"", ""Simplified"": ""这"", ""Pinyin"": ""zhè"", ""PinyinYB"": ""zhè"", ""MOE"": ""29544""}, {""Traditional"": ""這裡"", ""Simplified"": ""这里"", ""Pinyin"": ""zhèlǐ"", ""PinyinYB"": ""zhèlǐ"", ""MOE"": ""29547""}, {""Traditional"": ""這裏"", ""Simplified"": ""这里"", ""Pinyin"": ""zhèlǐ"", ""PinyinYB"": ""zhèlǐ"", ""MOE"": """"}, {""Traditional"": ""這兒"", ""Simplified"": ""这儿"", ""Pinyin"": ""zhèr"", ""PinyinYB"": ""zhèr"", ""MOE"": """"}]",N,here,在這裡，從這裡，到這裡，來這裡。,這裡是我的學校。我在這兒等他，等了三十分鐘。
175,知道,知道,1,1488,1666,28938,zhīdào,zhīdào,,V,"to know, to realize",,我知道這個字的意思。你知道火車站在哪裡嗎？大家都不知道這個字怎麼唸。
176,中文,中文,1,36,38,31199,zhōngwén,zhōngwén,,N,Chinese language,學中文，中文名字。,會說中文的人很多。
177,中午,中午,1,30,41,31195,zhōngwǔ,zhōngwǔ,,N,"noon, midday",星期天中午，中午十二時，中午休息。,今天中午要去哪裡吃飯呢？
178,字,字,1,284,171,36737,zì,zì,,N,character,一個字，中文字，寫字。,我覺得中文字很難寫。我學過三百個中文字。
179,走,走,1,545,643,37206,zǒu,zǒu,,V,to walk / start to go / to leave,,我每天早上去公園走半個鐘頭。 / 我們走吧！ / 我明天就要走了。他走了，你明天再來找他。
180,做,做,1,1808,3593,37549,zuò,zuò,,V,to do (something) / to make,做事，做什麼，做功課，做飯，做晚餐。,我在做功課。你在做什麼？ / 他會做麵包。
181,坐,坐,1,406,240,37459,zuò,zuò,,V,"to sit / to ride, to take (vehicle)",坐在椅子上，坐下，坐車，坐飛機，坐公車。,我坐在椅子上看書。王小姐，請坐。 / 上個星期天我們坐火車去台南。
182,昨天,昨天,1,53,84,37428,zuótiān,zuótiān,,N,yesterday,昨天上午。,昨天老師說，今天要考試。他昨天沒來上課。
183,矮,矮,1*,29,13,39531,ǎi,ǎi,,Vs,"short, low",,我小的時候很矮。我比哥哥矮一點。這張椅子太矮了。
184,白,白,1*,208,167,253,bái,bái,,Vs,white,白色，白紙。,他喜歡穿白色的衣服。
185,飽,饱,1*,17,38,729,bǎo,bǎo,,Vs,full,吃不飽，吃得飽。,我中午吃了兩碗飯，我覺得很飽。我吃飽了。
186,包子,包子,1*,4,2,644,bāozi,bāozi,,N,steamed stuffed bun,肉包子，菜包子，一個包子。,這家店的包子很好吃。
187,杯子/杯,杯子/杯,1*,108,118,,bēizi/bēi,bēizi/bēi,"[{""Traditional"": ""杯子"", ""Simplified"": ""杯子"", ""Pinyin"": ""bēizi"", ""PinyinYB"": ""bēizi"", ""MOE"": ""468""}, {""Traditional"": ""杯"", ""Simplified"": ""杯"", ""Pinyin"": ""bēi"", ""PinyinYB"": ""bēi"", ""MOE"": ""459""}]",N/M,"cup / classifier (glass, cup)",一個杯子，茶杯，咖啡杯，一杯咖啡，一杯酒，一杯茶。,桌上有一個杯子。這個杯子很貴。我有一個漂亮的茶杯。 / 睡覺前我喝了一杯牛奶。
188,鼻子/鼻,鼻子/鼻,1*,69,31,,bízi/bí,bízi/bí,"[{""Traditional"": ""鼻子"", ""Simplified"": ""鼻子"", ""Pinyin"": ""bízi"", ""PinyinYB"": ""bízi"", ""MOE"": ""1210""}, {""Traditional"": ""鼻"", ""Simplified"": ""鼻"", ""Pinyin"": ""bí"", ""PinyinYB"": ""bí"", ""MOE"": ""1201""}]",N,nose,,我感冒了，鼻子不舒服。
189,筆,笔,1*,123,82,1249,bǐ,bǐ,,N,"pen, pencil",一枝筆，紅筆。,這枝筆多少錢？
190,比,比,1*,728,555,2978 1218 1285,bǐ,bǐ,,Prep/V,comparative marker / to compare,,我比他高。他比我會說中文。 / 你們兩個比一比，誰高？
191,邊,边,1*,515,454,1580,biān,biān,,N,on edge of,左邊，右邊，路邊。,哥哥坐在我的左邊，姊姊坐在我的右邊。我站在路邊等公車。
192,別,别,1*,306,142,1435,bié,bié,,Adv,don't,別V了。,起床了，別再睡了。
193,冰,冰,1*,31,105,1737,bīng,bīng,,N/V/Vs,"ice / refrigerate, freeze / icy",吃冰，冰在冰箱，冰水。,今天很熱，要不要去吃冰？ / 冰過的水果很好吃。 / 這杯水很冰。我買了一杯冰咖啡。
194,病,病,1*,131,149,1829,bìng,bìng,,N/Vp,"disease, illness, sickness / get sick",一場病，一種病，病好了，病了。,他病好了，可以來上課了。 / 他昨天病了，所以沒來上課。
195,不錯,不错,1*,97,204,2283,búcuò,bùcuò,,Vs,"not bad, pretty good",,你的中文說得不錯。今天天氣不錯。
196,菜,菜,1*,79,350,38024,cài,cài,,N,vegetable / a dish,點菜。,他只吃菜，不吃肉。 / 今天晚餐有四個菜一個湯。
197,餐廳,餐厅,1*,54,79,38126,cāntīng,cāntīng,,N,restaurant,一家餐廳。,學校附近有很多餐廳。那家餐廳的菜很好吃。
198,長,长,1*,434,469,30148 32100,cháng,cháng,,Vs,long,長頭髮。,這條路很長。他在台北住了很長的時間。這張桌子有多長？
199,唱,唱,1*,89,78,32226,chàng,chàng,,V,to sing,唱中文歌。,他唱得很好聽。
200,唱歌,唱歌,1*,29,35,,chànggē,chànggē,,V,to sing a song,會唱歌，愛唱歌。,他很喜歡唱歌。他會唱中文歌。
201,常常/常,常常/常,1*,507,691,,chángcháng/cháng,chángcháng/cháng,"[{""Traditional"": ""常常"", ""Simplified"": ""常常"", ""Pinyin"": ""chángcháng"", ""PinyinYB"": ""chángcháng"", ""MOE"": ""32177""}, {""Traditional"": ""常"", ""Simplified"": ""常"", ""Pinyin"": ""cháng"", ""PinyinYB"": ""cháng"", ""MOE"": ""32163""}]",Adv,"often, frequently, usually",,我們常常去那家餐廳吃飯。
202,出,出,1*,350,216,32448,chū,chū,,V,"to go out, to come out",出來，出去。,星期天要不要出去玩？從學校出去，右邊就是公車站。
203,穿,穿,1*,189,193,32791,chuān,chuān,,V,to wear,穿衣服，穿鞋子，穿上衣服。,今天她穿了一件紅色的衣服來上課。外面很冷，多穿一件衣服吧！
204,床,床,1*,122,53,32966,chuáng,chuáng,,N,bed,一張床，（在）床上，（在）床邊。,他在床上睡覺。
205,從,从,1*,1948,1910,37677 37734 38453 38461,cóng,cóng,,Prep,from,從……到……。,從我家到學校要走十分鐘。從昨天晚上到現在都在下雨。請你從右邊的門進去。
206,錯,错,1*,195,341,38327,cuò,cuò,,Vs,wrong,沒（有）錯。,這個句子是對的，沒錯。這個字，你寫錯了。
207,蛋,蛋,1*,41,51,7994,dàn,dàn,,N,egg,一個蛋，雞蛋。,雞蛋很好吃。我每天吃一個蛋。
208,得,得,1*,2471,1542,7402 7458 7583,de,de,,Ptc,"used after a verb (V, Vp, Vs) linking it to following Phrase indicating effect, degree, possibility etc.",V得Vs，做得很好。,外面的雨下得好大。那位老師教得很好。
209,得,得,1*,2471,1542,7402 7458 7583,děi,děi,,Vaux,"must, have to",得去……，得做……。,七點半了，我得去學校上課了。吃飯前得洗手。
210,等,等,1*,1163,650,8193,děng,děng,,V,to wait,等公車，等他，等十五分鐘。,請你再等十分鐘，我快到了。我在學校門口等你。
211,低,低,1*,122,169,8231,dī,dī,,Vs,low / least,,這椅子太低了，坐的時候不舒服。 / 這裡的小吃很貴，最低要一百元。
212,地方,地方,1*,563,1183,8411,dìfāng,dìfāng,,N,place / part,,教室是上課的地方。你在什麼地方學中文？ / 老師說：「有不懂的地方可以問我。」
213,店,店,1*,73,56,8850,diàn,diàn,,N,"shop, store",一間店，這家店，店裡，咖啡店。,我常常來這家店。我常常在咖啡店裡看書、喝咖啡。
214,電腦,电脑,1*,226,117,8896,diànnǎo,diànnǎo,,N,computer,一部電腦，一台電腦，打電腦，開電腦，關電腦。,他買了一台新的電腦。他在房間打電腦。
215,電視,电视,1*,125,126,8981,diànshì,diànshì,,N,television,一部電視，一台電視，看電視，開電視，關電視。,他看了一個小時的電視。
216,電影,电影,1*,282,70,9023,diànyǐng,diànyǐng,,N,movie,一部電影，看電影。,那部電影很好看。我喜歡看法國電影。
217,懂,懂,1*,133,179,9814,dǒng,dǒng,,V,to understand,懂……的意思。,我不懂這句話的意思。
218,讀,读,1*,204,133,7855 9281,dú,dú,,V,to read / to read aloud / to study in,讀+書名，讀大學。,你在讀什麼書？ / 請你讀這個句子。 / 我明年要去台灣讀大學。
219,短,短,1*,82,75,9584,duǎn,duǎn,,Vs,short,短頭髮，短褲。,下課時間很短，只有十分鐘。
220,多久,多久,1*,19,30,9394,duōjiǔ,duōjiǔ,,N,how long,,你看了多久的書？
221,餓,饿,1*,41,46,39478,è,è,,Vs,hungry,,我好餓，我們去吃飯吧！
222,耳朵,耳朵,1*,57,28,39899,ěrduo,ěrduo,,N,ear,一隻耳朵。,他的耳朵很大。
223,飯,饭,1*,79,113,5690,fàn,fàn,,N,cooked rice,一碗飯。,今天晚上我吃了兩碗飯。
224,方便,方便,1*,54,124,5877,fāngbiàn,fāngbiàn,,Vs,convenient,,從我家坐公車到學校很方便。
225,房間,房间,1*,172,48,5974,fángjiān,fángjiān,,N,"room, bedroom",一間房間，在房間裡。,這個房間很小，可是有兩張床。他在房間裡看書。
226,房子,房子,1*,148,184,5979,fángzi,fángzi,,N,"house, building",買房子，房子裡。,他買了一個很大的房子。
227,非常,非常,1*,663,1544,5320,fēicháng,fēicháng,,Adv,"very much, extraordinary",非常喜歡，非常好，非常熱。,我非常喜歡喝茶。今天天氣非常熱。這個菜非常好吃。
228,飛機,飞机,1*,79,65,5352,fēijī,fēijī,,N,"aircraft, airplane",坐飛機，開飛機。,我坐飛機來台灣。
229,風,风,1*,101,201,6096 6268,fēng,fēng,,N,wind,,外面的風很大。
230,分鐘,分钟,1*,232,125,5761,fēnzhōng,fēnzhōng,,M,minute,三十分鐘，每分鐘。,下課休息十分鐘。
231,附近,附近,1*,128,152,6542,fùjìn,fùjìn,,N,"neatby, neighboring",在附近，地方（的）附近。,我家在山上，附近沒有學校。學校附近有很多咖啡店。
232,感冒,感冒,1*,24,37,16416,gǎnmào,gǎnmào,,Vp,to catch cold,,他昨天感冒了，所以今天沒來上課。
233,告訴,告诉,1*,546,363,16213,gàosù,gàosù,,V,"to let others know, to inform, to tell",A告訴B（事）。,他告訴我一件事。他告訴我明天不上課。
234,歌,歌,1*,68,57,15839,gē,gē,,N,song,英文歌，唱歌，聽歌。,今天上課的時候，老師教我們唱英文歌。
235,跟,跟,1*,1038,3969,16487,gēn,gēn,,Conj/Prep,and / to / with / from,A跟B。,我跟弟弟都喜歡運動。 / 我們跟老師說：「老師早！」他跟我說他明天要去台中。 / 我明天要跟同學去看電影。 / 我們跟張老師學中文。
236,公車,公车,1*,18,34,17773,gōngchē,gōngchē,,N,"local bus, bus",坐公車，等公車，一輛公車。,我每天坐公車去學校。
237,公園,公园,1*,52,95,17823,gōngyuán,gōngyuán,,N,park,在公園裡，一座公園。,我有時候會去公園走走。
238,功課,功课,1*,43,93,17630,gōngkè,gōngkè,,N,homework,做功課，寫功課。,今天老師給了我們很多功課。
239,夠,够,1*,209,267,16266,gòu,gòu,,Vs,"be enough, sufficient",不夠，夠了。,你晚餐只吃一個包子，夠嗎？
240,貴,贵,1*,57,96,17285,guì,guì,,Vs,expensive,,這家餐廳太貴了，我們去別家吧！
241,過,过,1*,1712,1404,16923 17085,guò,guò,,V,to cross / to pass / after / to celebrate,過馬路，過河，過五天，過兩年，過生日，過年。,過馬路的時候要看兩邊的車子。 / 過了麵包店就到學校了。 / 再過兩天就是我生日。 / 過年的時候，我們和家人一起吃飯。我的朋友給我過生日。
242,國家,国家,1*,363,694,16993,guójiā,guójiā,,N,"nation, country",五個國家。,請介紹你的國家。
243,還,还,1*,2505,3842,19234 20761,hái,hái,,,,,
244,還是,还是,1*,626,1030,19237,háishì,háishì,,Conj/Adv,"or / still, yet",,他是老師，還是學生？你今天晚上想吃飯，還是吃麵？你要走路去學校，還是坐車去？ / 老師說了很多次，我還是不懂。
245,黑,黑,1*,147,111,19332,hēi,hēi,,Vs,black,黑色。,他今天穿黑色的衣服來上課。他有一輛黑色的車。
246,紅,红,1*,137,139,17664 21097,hóng,hóng,,Vs,red,紅花，紅色。,我的杯子是紅色的。他喝了酒以後，臉很紅。
247,後年,后年,1*,1,0,,hòunián,hòunián,,N,the year after next year,,我後年就十八歲，可以學開車了。
248,後天,后天,1*,17,14,19566,hòutiān,hòutiān,,N,the day after tomorrow,,他後天就要回日本了。
